coordinates,footprint,product_name,success,error,part,filename,acquisition_date,end_date,satellite,swath_mode,polarization,orbit_num,data_take
"[[[-93.3164, -5.7587], [-92.6136, -5.6541], [-93.0815, -3.503], [-93.782, -3.6061], [-93.3164, -5.7587]]]",,S1A_S1_RAW__0SVV_2025-02-17T00:25:48_2025-02-17T00:26:23_057928_0725D8,False,,PT1,s1a-s1-raw-s-vv-20250217t002548-20250217t002623-057928-0725d8.zarr,2025-02-17T00:25:48,2025-02-17T00:26:23,S1A,S1,VV,057928,0725d8
"[[[55.5914, -5.6737], [55.9264, -4.1269], [55.2253, -4.0234], [54.8886, -5.5691], [55.5914, -5.6737]]]",,S1A_S1_RAW__0SVV_2025-03-19T02:07:21_2025-03-19T02:07:46_058367_073788,False,,PT1,s1a-s1-raw-s-vv-20250319t020721-20250319t020746-058367-073788.zarr,2025-03-19T02:07:21,2025-03-19T02:07:46,S1A,S1,VV,058367,073788
"[[[-95.382, 28.815], [-95.0186, 30.3596], [-95.8287, 30.4598], [-96.1797, 28.9144], [-95.382, 28.815]]]",,S1A_S1_RAW__0SVV_2025-04-25T12:31:27_2025-04-25T12:31:53_058913_074DB2,False,,PT1,s1a-s1-raw-s-vv-20250425t123127-20250425t123153-058913-074db2.zarr,2025-04-25T12:31:27,2025-04-25T12:31:53,S1A,S1,VV,058913,074db2
"[[[-51.6648, 3.3187], [-50.9645, 3.4181], [-51.2894, 4.9713], [-51.9911, 4.8726], [-51.6648, 3.3187]]]",,S1A_S2_RAW__0SHH_2023-06-18T21:35:35_2023-06-18T21:36:00_049046_05E5DA,False,,PT1,s1a-s2-raw-s-hh-20230618t213535-20230618t213600-049046-05e5da.zarr,2023-06-18T21:35:35,2023-06-18T21:36:00,S1A,S2,HH,049046,05e5da
"[[[-51.6646, 3.3191], [-50.9642, 3.4185], [-51.2892, 4.9716], [-51.9908, 4.8729], [-51.6646, 3.3191]]]",,S1A_S2_RAW__0SHH_2023-08-17T21:35:38_2023-08-17T21:36:04_049921_06013C,False,,PT1,s1a-s2-raw-s-hh-20230817t213538-20230817t213604-049921-06013c.zarr,2023-08-17T21:35:38,2023-08-17T21:36:04,S1A,S2,HH,049921,06013c
"[[[-51.6639, 3.3183], [-50.9636, 3.4177], [-51.2886, 4.9708], [-51.9903, 4.8721], [-51.6639, 3.3183]]]",,S1A_S2_RAW__0SHH_2023-10-04T21:35:40_2023-10-04T21:36:05_050621_061929,False,,PT1,s1a-s2-raw-s-hh-20231004t213540-20231004t213605-050621-061929.zarr,2023-10-04T21:35:40,2023-10-04T21:36:05,S1A,S2,HH,050621,061929
"[[[-51.6651, 3.3193], [-50.9647, 3.4188], [-51.2897, 4.9719], [-51.9914, 4.8732], [-51.6651, 3.3193]]]",,S1A_S2_RAW__0SHH_2023-11-21T21:35:39_2023-11-21T21:36:05_051321_063134,False,,PT1,s1a-s2-raw-s-hh-20231121t213539-20231121t213605-051321-063134.zarr,2023-11-21T21:35:39,2023-11-21T21:36:05,S1A,S2,HH,051321,063134
"[[[-51.6643, 3.319], [-50.964, 3.4184], [-51.289, 4.9716], [-51.9906, 4.8729], [-51.6643, 3.319]]]",,S1A_S2_RAW__0SHH_2024-01-08T21:35:37_2024-01-08T21:36:02_052021_064957,False,,PT1,s1a-s2-raw-s-hh-20240108t213537-20240108t213602-052021-064957.zarr,2024-01-08T21:35:37,2024-01-08T21:36:02,S1A,S2,HH,052021,064957
"[[[-51.6636, 3.319], [-50.9632, 3.4184], [-51.2882, 4.9715], [-51.9899, 4.8728], [-51.6636, 3.319]]]",,S1A_S2_RAW__0SHH_2024-03-08T21:35:35_2024-03-08T21:36:01_052896_0666F9,False,,PT1,s1a-s2-raw-s-hh-20240308t213535-20240308t213601-052896-0666f9.zarr,2024-03-08T21:35:35,2024-03-08T21:36:01,S1A,S2,HH,052896,0666f9
"[[[-51.6649, 3.3186], [-50.9645, 3.4181], [-51.2895, 4.9712], [-51.9912, 4.8725], [-51.6649, 3.3186]]]",,S1A_S2_RAW__0SHH_2024-03-20T21:35:36_2024-03-20T21:36:02_053071_066D5A,False,,PT1,s1a-s2-raw-s-hh-20240320t213536-20240320t213602-053071-066d5a.zarr,2024-03-20T21:35:36,2024-03-20T21:36:02,S1A,S2,HH,053071,066d5a
"[[[-51.6647, 3.3191], [-50.9644, 3.4185], [-51.2893, 4.9717], [-51.991, 4.873], [-51.6647, 3.3191]]]",,S1A_S2_RAW__0SHH_2024-04-25T21:35:37_2024-04-25T21:36:03_053596_0681C9,False,,PT1,s1a-s2-raw-s-hh-20240425t213537-20240425t213603-053596-0681c9.zarr,2024-04-25T21:35:37,2024-04-25T21:36:03,S1A,S2,HH,053596,0681c9
"[[[-51.6645, 3.3204], [-50.9641, 3.4198], [-51.2891, 4.9729], [-51.9907, 4.8742], [-51.6645, 3.3204]]]",,S1A_S2_RAW__0SHH_2024-07-30T21:35:35_2024-07-30T21:36:00_054996_06B325,False,,PT1,s1a-s2-raw-s-hh-20240730t213535-20240730t213600-054996-06b325.zarr,2024-07-30T21:35:35,2024-07-30T21:36:00,S1A,S2,HH,054996,06b325
"[[[9.3631, 29.9958], [9.7968, 31.8475], [8.9724, 31.9458], [8.5547, 30.0932], [9.3631, 29.9958]]]",,S1A_S2_RAW__0SHH_2024-08-13T05:31:29_2024-08-13T05:32:00_055190_06BA08,False,,PT1,s1a-s2-raw-s-hh-20240813t053129-20240813t053200-055190-06ba08.zarr,2024-08-13T05:31:29,2024-08-13T05:32:00,S1A,S2,HH,055190,06ba08
"[[[-51.6636, 3.3192], [-50.9632, 3.4186], [-51.2882, 4.9718], [-51.9899, 4.873], [-51.6636, 3.3192]]]",,S1A_S2_RAW__0SHH_2024-09-04T21:35:35_2024-09-04T21:36:01_055521_06C64C,False,,PT1,s1a-s2-raw-s-hh-20240904t213535-20240904t213601-055521-06c64c.zarr,2024-09-04T21:35:35,2024-09-04T21:36:01,S1A,S2,HH,055521,06c64c
"[[[-51.6637, 3.3189], [-50.9633, 3.4183], [-51.2883, 4.9715], [-51.99, 4.8727], [-51.6637, 3.3189]]]",,S1A_S2_RAW__0SHH_2024-09-28T21:35:36_2024-09-28T21:36:01_055871_06D42B,False,,PT1,s1a-s2-raw-s-hh-20240928t213536-20240928t213601-055871-06d42b.zarr,2024-09-28T21:35:36,2024-09-28T21:36:01,S1A,S2,HH,055871,06d42b
"[[[-51.6664, 3.324], [-50.9661, 3.4235], [-51.2911, 4.9766], [-51.9927, 4.8779], [-51.6664, 3.324]]]",,S1A_S2_RAW__0SHH_2024-10-10T21:35:36_2024-10-10T21:36:02_056046_06DB10,False,,PT1,s1a-s2-raw-s-hh-20241010t213536-20241010t213602-056046-06db10.zarr,2024-10-10T21:35:36,2024-10-10T21:36:02,S1A,S2,HH,056046,06db10
"[[[-51.665, 3.3196], [-50.9647, 3.419], [-51.2897, 4.9722], [-51.9913, 4.8735], [-51.665, 3.3196]]]",,S1A_S2_RAW__0SHH_2024-11-03T21:35:36_2024-11-03T21:36:02_056396_06E8EB,False,,PT1,s1a-s2-raw-s-hh-20241103t213536-20241103t213602-056396-06e8eb.zarr,2024-11-03T21:35:36,2024-11-03T21:36:02,S1A,S2,HH,056396,06e8eb
"[[[-51.6649, 3.3195], [-50.9645, 3.4189], [-51.2895, 4.972], [-51.9911, 4.8733], [-51.6649, 3.3195]]]",,S1A_S2_RAW__0SHH_2024-11-15T21:35:36_2024-11-15T21:36:01_056571_06EFE4,False,,PT1,s1a-s2-raw-s-hh-20241115t213536-20241115t213601-056571-06efe4.zarr,2024-11-15T21:35:36,2024-11-15T21:36:01,S1A,S2,HH,056571,06efe4
"[[[-51.6644, 3.3197], [-50.964, 3.4192], [-51.289, 4.9723], [-51.9906, 4.8736], [-51.6644, 3.3197]]]",,S1A_S2_RAW__0SHH_2024-12-21T21:35:33_2024-12-21T21:35:58_057096_0704C4,False,,PT1,s1a-s2-raw-s-hh-20241221t213533-20241221t213558-057096-0704c4.zarr,2024-12-21T21:35:33,2024-12-21T21:35:58,S1A,S2,HH,057096,0704c4
"[[[-93.6651, -9.0654], [-93.2272, -7.0901], [-93.9318, -6.9839], [-94.3733, -8.9575], [-93.6651, -9.0654]]]",,S1A_S2_RAW__0SHH_2025-01-18T12:00:14_2025-01-18T12:00:47_057498_0714B4,False,,PT1,s1a-s2-raw-s-hh-20250118t120014-20250118t120047-057498-0714b4.zarr,2025-01-18T12:00:14,2025-01-18T12:00:47,S1A,S2,HH,057498,0714b4
"[[[-51.6642, 3.3188], [-50.9638, 3.4183], [-51.2888, 4.9714], [-51.9905, 4.8727], [-51.6642, 3.3188]]]",,S1A_S2_RAW__0SHH_2025-05-02T21:35:29_2025-05-02T21:35:55_059021_075202,False,,PT1,s1a-s2-raw-s-hh-20250502t213529-20250502t213555-059021-075202.zarr,2025-05-02T21:35:29,2025-05-02T21:35:55,S1A,S2,HH,059021,075202
"[[[-51.6648, 3.3187], [-50.9645, 3.4181], [-51.2894, 4.9713], [-51.9911, 4.8726], [-51.6648, 3.3187]]]",,S1A_S2_RAW__0SHV_2023-06-18T21:35:35_2023-06-18T21:36:00_049046_05E5DA,False,,PT1,s1a-s2-raw-s-hv-20230618t213535-20230618t213600-049046-05e5da.zarr,2023-06-18T21:35:35,2023-06-18T21:36:00,S1A,S2,HV,049046,05e5da
"[[[-51.6646, 3.3191], [-50.9642, 3.4185], [-51.2892, 4.9716], [-51.9908, 4.8729], [-51.6646, 3.3191]]]",,S1A_S2_RAW__0SHV_2023-08-17T21:35:38_2023-08-17T21:36:04_049921_06013C,False,,PT1,s1a-s2-raw-s-hv-20230817t213538-20230817t213604-049921-06013c.zarr,2023-08-17T21:35:38,2023-08-17T21:36:04,S1A,S2,HV,049921,06013c
"[[[-51.6639, 3.3183], [-50.9636, 3.4177], [-51.2886, 4.9708], [-51.9903, 4.8721], [-51.6639, 3.3183]]]",,S1A_S2_RAW__0SHV_2023-10-04T21:35:40_2023-10-04T21:36:05_050621_061929,False,,PT1,s1a-s2-raw-s-hv-20231004t213540-20231004t213605-050621-061929.zarr,2023-10-04T21:35:40,2023-10-04T21:36:05,S1A,S2,HV,050621,061929
"[[[-51.6651, 3.3193], [-50.9647, 3.4188], [-51.2897, 4.9719], [-51.9914, 4.8732], [-51.6651, 3.3193]]]",,S1A_S2_RAW__0SHV_2023-11-21T21:35:39_2023-11-21T21:36:05_051321_063134,False,,PT1,s1a-s2-raw-s-hv-20231121t213539-20231121t213605-051321-063134.zarr,2023-11-21T21:35:39,2023-11-21T21:36:05,S1A,S2,HV,051321,063134
"[[[-51.6643, 3.319], [-50.964, 3.4184], [-51.289, 4.9716], [-51.9906, 4.8729], [-51.6643, 3.319]]]",,S1A_S2_RAW__0SHV_2024-01-08T21:35:37_2024-01-08T21:36:02_052021_064957,False,,PT1,s1a-s2-raw-s-hv-20240108t213537-20240108t213602-052021-064957.zarr,2024-01-08T21:35:37,2024-01-08T21:36:02,S1A,S2,HV,052021,064957
"[[[-51.6636, 3.319], [-50.9632, 3.4184], [-51.2882, 4.9715], [-51.9899, 4.8728], [-51.6636, 3.319]]]",,S1A_S2_RAW__0SHV_2024-03-08T21:35:35_2024-03-08T21:36:01_052896_0666F9,False,,PT1,s1a-s2-raw-s-hv-20240308t213535-20240308t213601-052896-0666f9.zarr,2024-03-08T21:35:35,2024-03-08T21:36:01,S1A,S2,HV,052896,0666f9
"[[[-51.6649, 3.3186], [-50.9645, 3.4181], [-51.2895, 4.9712], [-51.9912, 4.8725], [-51.6649, 3.3186]]]",,S1A_S2_RAW__0SHV_2024-03-20T21:35:36_2024-03-20T21:36:02_053071_066D5A,False,,PT1,s1a-s2-raw-s-hv-20240320t213536-20240320t213602-053071-066d5a.zarr,2024-03-20T21:35:36,2024-03-20T21:36:02,S1A,S2,HV,053071,066d5a
"[[[-51.6647, 3.3191], [-50.9644, 3.4185], [-51.2893, 4.9717], [-51.991, 4.873], [-51.6647, 3.3191]]]",,S1A_S2_RAW__0SHV_2024-04-25T21:35:37_2024-04-25T21:36:03_053596_0681C9,False,,PT1,s1a-s2-raw-s-hv-20240425t213537-20240425t213603-053596-0681c9.zarr,2024-04-25T21:35:37,2024-04-25T21:36:03,S1A,S2,HV,053596,0681c9
"[[[-51.6645, 3.3204], [-50.9641, 3.4198], [-51.2891, 4.9729], [-51.9907, 4.8742], [-51.6645, 3.3204]]]",,S1A_S2_RAW__0SHV_2024-07-30T21:35:35_2024-07-30T21:36:00_054996_06B325,False,,PT1,s1a-s2-raw-s-hv-20240730t213535-20240730t213600-054996-06b325.zarr,2024-07-30T21:35:35,2024-07-30T21:36:00,S1A,S2,HV,054996,06b325
"[[[-51.6636, 3.3192], [-50.9632, 3.4186], [-51.2882, 4.9718], [-51.9899, 4.873], [-51.6636, 3.3192]]]",,S1A_S2_RAW__0SHV_2024-09-04T21:35:35_2024-09-04T21:36:01_055521_06C64C,False,,PT1,s1a-s2-raw-s-hv-20240904t213535-20240904t213601-055521-06c64c.zarr,2024-09-04T21:35:35,2024-09-04T21:36:01,S1A,S2,HV,055521,06c64c
"[[[-51.6637, 3.3189], [-50.9633, 3.4183], [-51.2883, 4.9715], [-51.99, 4.8727], [-51.6637, 3.3189]]]",,S1A_S2_RAW__0SHV_2024-09-28T21:35:36_2024-09-28T21:36:01_055871_06D42B,False,,PT1,s1a-s2-raw-s-hv-20240928t213536-20240928t213601-055871-06d42b.zarr,2024-09-28T21:35:36,2024-09-28T21:36:01,S1A,S2,HV,055871,06d42b
"[[[-51.6664, 3.324], [-50.9661, 3.4235], [-51.2911, 4.9766], [-51.9927, 4.8779], [-51.6664, 3.324]]]",,S1A_S2_RAW__0SHV_2024-10-10T21:35:36_2024-10-10T21:36:02_056046_06DB10,False,,PT1,s1a-s2-raw-s-hv-20241010t213536-20241010t213602-056046-06db10.zarr,2024-10-10T21:35:36,2024-10-10T21:36:02,S1A,S2,HV,056046,06db10
"[[[-51.665, 3.3196], [-50.9647, 3.419], [-51.2897, 4.9722], [-51.9913, 4.8735], [-51.665, 3.3196]]]",,S1A_S2_RAW__0SHV_2024-11-03T21:35:36_2024-11-03T21:36:02_056396_06E8EB,False,,PT1,s1a-s2-raw-s-hv-20241103t213536-20241103t213602-056396-06e8eb.zarr,2024-11-03T21:35:36,2024-11-03T21:36:02,S1A,S2,HV,056396,06e8eb
"[[[-51.6649, 3.3195], [-50.9645, 3.4189], [-51.2895, 4.972], [-51.9911, 4.8733], [-51.6649, 3.3195]]]",,S1A_S2_RAW__0SHV_2024-11-15T21:35:36_2024-11-15T21:36:01_056571_06EFE4,False,,PT1,s1a-s2-raw-s-hv-20241115t213536-20241115t213601-056571-06efe4.zarr,2024-11-15T21:35:36,2024-11-15T21:36:01,S1A,S2,HV,056571,06efe4
"[[[-51.6644, 3.3197], [-50.964, 3.4192], [-51.289, 4.9723], [-51.9906, 4.8736], [-51.6644, 3.3197]]]",,S1A_S2_RAW__0SHV_2024-12-21T21:35:33_2024-12-21T21:35:58_057096_0704C4,False,,PT1,s1a-s2-raw-s-hv-20241221t213533-20241221t213558-057096-0704c4.zarr,2024-12-21T21:35:33,2024-12-21T21:35:58,S1A,S2,HV,057096,0704c4
"[[[-93.6651, -9.0654], [-93.2272, -7.0901], [-93.9318, -6.9839], [-94.3733, -8.9575], [-93.6651, -9.0654]]]",,S1A_S2_RAW__0SHV_2025-01-18T12:00:14_2025-01-18T12:00:47_057498_0714B4,False,,PT1,s1a-s2-raw-s-hv-20250118t120014-20250118t120047-057498-0714b4.zarr,2025-01-18T12:00:14,2025-01-18T12:00:47,S1A,S2,HV,057498,0714b4
"[[[-51.6642, 3.3188], [-50.9638, 3.4183], [-51.2888, 4.9714], [-51.9905, 4.8727], [-51.6642, 3.3188]]]",,S1A_S2_RAW__0SHV_2025-05-02T21:35:29_2025-05-02T21:35:55_059021_075202,False,,PT1,s1a-s2-raw-s-hv-20250502t213529-20250502t213555-059021-075202.zarr,2025-05-02T21:35:29,2025-05-02T21:35:55,S1A,S2,HV,059021,075202
"[[[-118.6872, 28.167], [-117.8935, 28.2637], [-118.1697, 29.5129], [-118.973, 29.4157], [-118.6872, 28.167]]]",,S1A_S2_RAW__0SVH_2023-05-20T01:49:15_2023-05-20T01:49:36_048611_05D8B7,False,,PT1,s1a-s2-raw-s-vh-20230520t014915-20230520t014936-048611-05d8b7.zarr,2023-05-20T01:49:15,2023-05-20T01:49:36,S1A,S2,VH,048611,05d8b7
"[[[-118.6867, 28.166], [-117.8931, 28.2628], [-118.1693, 29.512], [-118.9726, 29.4148], [-118.6867, 28.166]]]",,S1A_S2_RAW__0SVH_2023-07-07T01:49:18_2023-07-07T01:49:39_049311_05EDF5,False,,PT1,s1a-s2-raw-s-vh-20230707t014918-20230707t014939-049311-05edf5.zarr,2023-07-07T01:49:18,2023-07-07T01:49:39,S1A,S2,VH,049311,05edf5
"[[[-118.6867, 28.1676], [-117.8931, 28.2644], [-118.1693, 29.5135], [-118.9726, 29.4163], [-118.6867, 28.1676]]]",,S1A_S2_RAW__0SVH_2023-09-17T01:49:22_2023-09-17T01:49:42_050361_06103B,False,,PT1,s1a-s2-raw-s-vh-20230917t014922-20230917t014942-050361-06103b.zarr,2023-09-17T01:49:22,2023-09-17T01:49:42,S1A,S2,VH,050361,06103b
"[[[-118.6863, 28.1671], [-117.8927, 28.2638], [-118.1689, 29.513], [-118.9722, 29.4158], [-118.6863, 28.1671]]]",,S1A_S2_RAW__0SVH_2023-12-10T01:49:21_2023-12-10T01:49:41_051586_063A52,False,,PT1,s1a-s2-raw-s-vh-20231210t014921-20231210t014941-051586-063a52.zarr,2023-12-10T01:49:21,2023-12-10T01:49:41,S1A,S2,VH,051586,063a52
"[[[-118.6859, 28.1671], [-117.8922, 28.2639], [-118.1684, 29.513], [-118.9718, 29.4158], [-118.6859, 28.1671]]]",,S1A_S2_RAW__0SVH_2024-01-03T01:49:19_2024-01-03T01:49:40_051936_064668,False,,PT1,s1a-s2-raw-s-vh-20240103t014919-20240103t014940-051936-064668.zarr,2024-01-03T01:49:19,2024-01-03T01:49:40,S1A,S2,VH,051936,064668
"[[[-118.6855, 28.166], [-117.8918, 28.2628], [-118.168, 29.5119], [-118.9714, 29.4147], [-118.6855, 28.166]]]",,S1A_S2_RAW__0SVH_2024-02-08T01:49:18_2024-02-08T01:49:38_052461_06582B,False,,PT1,s1a-s2-raw-s-vh-20240208t014918-20240208t014938-052461-06582b.zarr,2024-02-08T01:49:18,2024-02-08T01:49:38,S1A,S2,VH,052461,06582b
"[[[-118.6858, 28.1674], [-117.8922, 28.2641], [-118.1684, 29.5133], [-118.9717, 29.4161], [-118.6858, 28.1674]]]",,S1A_S2_RAW__0SVH_2024-05-26T01:49:19_2024-05-26T01:49:40_054036_0691D2,False,,PT1,s1a-s2-raw-s-vh-20240526t014919-20240526t014940-054036-0691d2.zarr,2024-05-26T01:49:19,2024-05-26T01:49:40,S1A,S2,VH,054036,0691d2
"[[[-118.6838, 28.1665], [-117.8902, 28.2632], [-118.1663, 29.5124], [-118.9696, 29.4153], [-118.6838, 28.1665]]]",,S1A_S2_RAW__0SVH_2024-06-07T01:49:18_2024-06-07T01:49:39_054211_0697E0,False,,PT1,s1a-s2-raw-s-vh-20240607t014918-20240607t014939-054211-0697e0.zarr,2024-06-07T01:49:18,2024-06-07T01:49:39,S1A,S2,VH,054211,0697e0
"[[[-118.6861, 28.1682], [-117.8925, 28.265], [-118.1687, 29.5142], [-118.972, 29.417], [-118.6861, 28.1682]]]",,S1A_S2_RAW__0SVH_2024-08-30T01:49:17_2024-08-30T01:49:38_055436_06C311,False,,PT1,s1a-s2-raw-s-vh-20240830t014917-20240830t014938-055436-06c311.zarr,2024-08-30T01:49:17,2024-08-30T01:49:38,S1A,S2,VH,055436,06c311
"[[[-117.0748, 34.6509], [-116.6909, 36.1986], [-117.5587, 36.2994], [-117.9259, 34.7506], [-117.0748, 34.6509]]]",,S1A_S2_RAW__0SVH_2025-01-26T14:00:23_2025-01-26T14:00:48_057616_07195B,False,,PT1,s1a-s2-raw-s-vh-20250126t140023-20250126t140048-057616-07195b.zarr,2025-01-26T14:00:23,2025-01-26T14:00:48,S1A,S2,VH,057616,07195b
"[[[-117.0723, 34.6516], [-116.6883, 36.1993], [-117.5561, 36.3001], [-117.9234, 34.7513], [-117.0723, 34.6516]]]",,S1A_S2_RAW__0SVH_2025-02-19T14:00:21_2025-02-19T14:00:47_057966_07274F,False,,PT1,s1a-s2-raw-s-vh-20250219t140021-20250219t140047-057966-07274f.zarr,2025-02-19T14:00:21,2025-02-19T14:00:47,S1A,S2,VH,057966,07274f
"[[[-118.6872, 28.167], [-117.8935, 28.2637], [-118.1697, 29.5129], [-118.973, 29.4157], [-118.6872, 28.167]]]",,S1A_S2_RAW__0SVV_2023-05-20T01:49:15_2023-05-20T01:49:36_048611_05D8B7,False,,PT1,s1a-s2-raw-s-vv-20230520t014915-20230520t014936-048611-05d8b7.zarr,2023-05-20T01:49:15,2023-05-20T01:49:36,S1A,S2,VV,048611,05d8b7
"[[[-118.6867, 28.166], [-117.8931, 28.2628], [-118.1693, 29.512], [-118.9726, 29.4148], [-118.6867, 28.166]]]",,S1A_S2_RAW__0SVV_2023-07-07T01:49:18_2023-07-07T01:49:39_049311_05EDF5,False,,PT1,s1a-s2-raw-s-vv-20230707t014918-20230707t014939-049311-05edf5.zarr,2023-07-07T01:49:18,2023-07-07T01:49:39,S1A,S2,VV,049311,05edf5
"[[[-118.6867, 28.1676], [-117.8931, 28.2644], [-118.1693, 29.5135], [-118.9726, 29.4163], [-118.6867, 28.1676]]]",,S1A_S2_RAW__0SVV_2023-09-17T01:49:22_2023-09-17T01:49:42_050361_06103B,False,,PT1,s1a-s2-raw-s-vv-20230917t014922-20230917t014942-050361-06103b.zarr,2023-09-17T01:49:22,2023-09-17T01:49:42,S1A,S2,VV,050361,06103b
"[[[-118.6863, 28.1671], [-117.8927, 28.2638], [-118.1689, 29.513], [-118.9722, 29.4158], [-118.6863, 28.1671]]]",,S1A_S2_RAW__0SVV_2023-12-10T01:49:21_2023-12-10T01:49:41_051586_063A52,False,,PT1,s1a-s2-raw-s-vv-20231210t014921-20231210t014941-051586-063a52.zarr,2023-12-10T01:49:21,2023-12-10T01:49:41,S1A,S2,VV,051586,063a52
"[[[-118.6859, 28.1671], [-117.8922, 28.2639], [-118.1684, 29.513], [-118.9718, 29.4158], [-118.6859, 28.1671]]]",,S1A_S2_RAW__0SVV_2024-01-03T01:49:19_2024-01-03T01:49:40_051936_064668,False,,PT1,s1a-s2-raw-s-vv-20240103t014919-20240103t014940-051936-064668.zarr,2024-01-03T01:49:19,2024-01-03T01:49:40,S1A,S2,VV,051936,064668
"[[[-118.6855, 28.166], [-117.8918, 28.2628], [-118.168, 29.5119], [-118.9714, 29.4147], [-118.6855, 28.166]]]",,S1A_S2_RAW__0SVV_2024-02-08T01:49:18_2024-02-08T01:49:38_052461_06582B,False,,PT1,s1a-s2-raw-s-vv-20240208t014918-20240208t014938-052461-06582b.zarr,2024-02-08T01:49:18,2024-02-08T01:49:38,S1A,S2,VV,052461,06582b
"[[[-118.6858, 28.1674], [-117.8922, 28.2641], [-118.1684, 29.5133], [-118.9717, 29.4161], [-118.6858, 28.1674]]]",,S1A_S2_RAW__0SVV_2024-05-26T01:49:19_2024-05-26T01:49:40_054036_0691D2,False,,PT1,s1a-s2-raw-s-vv-20240526t014919-20240526t014940-054036-0691d2.zarr,2024-05-26T01:49:19,2024-05-26T01:49:40,S1A,S2,VV,054036,0691d2
"[[[-118.6838, 28.1665], [-117.8902, 28.2632], [-118.1663, 29.5124], [-118.9696, 29.4153], [-118.6838, 28.1665]]]",,S1A_S2_RAW__0SVV_2024-06-07T01:49:18_2024-06-07T01:49:39_054211_0697E0,False,,PT1,s1a-s2-raw-s-vv-20240607t014918-20240607t014939-054211-0697e0.zarr,2024-06-07T01:49:18,2024-06-07T01:49:39,S1A,S2,VV,054211,0697e0
"[[[-118.6861, 28.1682], [-117.8925, 28.265], [-118.1687, 29.5142], [-118.972, 29.417], [-118.6861, 28.1682]]]",,S1A_S2_RAW__0SVV_2024-08-30T01:49:17_2024-08-30T01:49:38_055436_06C311,False,,PT1,s1a-s2-raw-s-vv-20240830t014917-20240830t014938-055436-06c311.zarr,2024-08-30T01:49:17,2024-08-30T01:49:38,S1A,S2,VV,055436,06c311
"[[[-117.0748, 34.6509], [-116.6909, 36.1986], [-117.5587, 36.2994], [-117.9259, 34.7506], [-117.0748, 34.6509]]]",,S1A_S2_RAW__0SVV_2025-01-26T14:00:23_2025-01-26T14:00:48_057616_07195B,False,,PT1,s1a-s2-raw-s-vv-20250126t140023-20250126t140048-057616-07195b.zarr,2025-01-26T14:00:23,2025-01-26T14:00:48,S1A,S2,VV,057616,07195b
"[[[-117.0723, 34.6516], [-116.6883, 36.1993], [-117.5561, 36.3001], [-117.9234, 34.7513], [-117.0723, 34.6516]]]",,S1A_S2_RAW__0SVV_2025-02-19T14:00:21_2025-02-19T14:00:47_057966_07274F,False,,PT1,s1a-s2-raw-s-vv-20250219t140021-20250219t140047-057966-07274f.zarr,2025-02-19T14:00:21,2025-02-19T14:00:47,S1A,S2,VV,057966,07274f
"[[[-46.5141, -24.6044], [-45.7451, -24.4731], [-46.1667, -22.945], [-46.9266, -23.0736], [-46.5141, -24.6044]]]",,S1A_S3_RAW__0SHH_2023-03-31T21:36:00_2023-03-31T21:36:25_047893_05C14A,False,,PT1,s1a-s3-raw-s-hh-20230331t213600-20230331t213625-047893-05c14a.zarr,2023-03-31T21:36:00,2023-03-31T21:36:25,S1A,S3,HH,047893,05c14a
"[[[73.1744, -53.9376], [73.908, -52.7571], [72.7771, -52.5306], [72.0154, -53.7037], [73.1744, -53.9376]]]",,S1A_S3_RAW__0SHH_2023-07-03T00:01:14_2023-07-03T00:01:35_049251_05EC1D,False,,PT1,s1a-s3-raw-s-hh-20230703t000114-20230703t000135-049251-05ec1d.zarr,2023-07-03T00:01:14,2023-07-03T00:01:35,S1A,S3,HH,049251,05ec1d
"[[[42.2045, -17.6846], [42.9378, -17.5647], [42.7044, -16.6305], [41.9748, -16.7491], [42.2045, -17.6846]]]",,S1A_S3_RAW__0SHH_2023-08-18T15:35:59_2023-08-18T15:36:15_049931_06019E,False,,PT1,s1a-s3-raw-s-hh-20230818t153559-20230818t153615-049931-06019e.zarr,2023-08-18T15:35:59,2023-08-18T15:36:15,S1A,S3,HH,049931,06019e
"[[[-46.5147, -24.604], [-45.7459, -24.4728], [-46.1674, -22.9446], [-46.9272, -23.0732], [-46.5147, -24.604]]]",,S1A_S3_RAW__0SHH_2023-09-15T21:36:08_2023-09-15T21:36:34_050343_060FAE,False,,PT1,s1a-s3-raw-s-hh-20230915t213608-20230915t213634-050343-060fae.zarr,2023-09-15T21:36:08,2023-09-15T21:36:34,S1A,S3,HH,050343,060fae
"[[[-46.513, -24.6047], [-45.7441, -24.4734], [-46.1657, -22.9452], [-46.9255, -23.0738], [-46.513, -24.6047]]]",,S1A_S3_RAW__0SHH_2023-10-09T21:36:08_2023-10-09T21:36:34_050693_061BAE,False,,PT1,s1a-s3-raw-s-hh-20231009t213608-20231009t213634-050693-061bae.zarr,2023-10-09T21:36:08,2023-10-09T21:36:34,S1A,S3,HH,050693,061bae
"[[[115.4686, -29.9476], [116.275, -29.8056], [115.8121, -28.2839], [115.0174, -28.4227], [115.4686, -29.9476]]]",,S1A_S3_RAW__0SHH_2024-02-12T10:52:45_2024-02-12T10:53:11_052524_065A68,False,,PT1,s1a-s3-raw-s-hh-20240212t105245-20240212t105311-052524-065a68.zarr,2024-02-12T10:52:45,2024-02-12T10:53:11,S1A,S3,HH,052524,065a68
