source,repo,part,filename,full_path,location,data_collection_timestamp
remote_hf,Maya4/PT1,PT1,s1a-s1-raw-s-vh-20250319t020721-20250319t020746-058367-073788.zarr,hf://Maya4/PT1/s1a-s1-raw-s-vh-20250319t020721-20250319t020746-058367-073788.zarr,"{'type': 'Polygon', 'coordinates': [[[55.5914, -5.6737], [55.9264, -4.1269], [55.2253, -4.0234], [54.8886, -5.5691], [55.5914, -5.6737]]]}",2025-10-24T15:15:28.348738
remote_hf,Maya4/PT1,PT1,s1a-s1-raw-s-vh-20250425t123127-20250425t123153-058913-074db2.zarr,hf://Maya4/PT1/s1a-s1-raw-s-vh-20250425t123127-20250425t123153-058913-074db2.zarr,"{'type': 'Polygon', 'coordinates': [[[-95.382, 28.815], [-95.0186, 30.3596], [-95.8287, 30.4598], [-96.1797, 28.9144], [-95.382, 28.815]]]}",2025-10-24T15:15:28.348738
remote_hf,Maya4/PT1,PT1,s1a-s1-raw-s-vv-20230331t123129-20230331t123154-047888-05c119.zarr,hf://Maya4/PT1/s1a-s1-raw-s-vv-20230331t123129-20230331t123154-047888-05c119.zarr,"{'type': 'Polygon', 'coordinates': [[[-95.381, 28.8152], [-95.0174, 30.3598], [-95.8275, 30.4601], [-96.1786, 28.9147], [-95.381, 28.8152]]]}",2025-10-24T15:15:28.348738
remote_hf,Maya4/PT1,PT1,s1a-s1-raw-s-vv-20230423t020723-20230423t020749-048217-05cc37.zarr,hf://Maya4/PT1/s1a-s1-raw-s-vv-20230423t020723-20230423t020749-048217-05cc37.zarr,"{'type': 'Polygon', 'coordinates': [[[55.5914, -5.6733], [55.9263, -4.1265], [55.2252, -4.023], [54.8885, -5.5687], [55.5914, -5.6733]]]}",2025-10-24T15:15:28.348738
remote_hf,Maya4/PT1,PT1,s1a-s1-raw-s-vv-20230505t020724-20230505t020749-048392-05d21b.zarr,hf://Maya4/PT1/s1a-s1-raw-s-vv-20230505t020724-20230505t020749-048392-05d21b.zarr,"{'type': 'Polygon', 'coordinates': [[[55.5908, -5.672], [55.9257, -4.1252], [55.2245, -4.0217], [54.8879, -5.5674], [55.5908, -5.672]]]}",2025-10-24T15:15:28.348738
remote_hf,Maya4/PT1,PT1,s1a-s1-raw-s-vv-20230530t123131-20230530t123157-048763-05dd44.zarr,hf://Maya4/PT1/s1a-s1-raw-s-vv-20230530t123131-20230530t123157-048763-05dd44.zarr,"{'type': 'Polygon', 'coordinates': [[[-95.3827, 28.8149], [-95.0192, 30.3596], [-95.8293, 30.4598], [-96.1803, 28.9144], [-95.3827, 28.8149]]]}",2025-10-24T15:15:28.348738
remote_hf,Maya4/PT1,PT1,s1a-s1-raw-s-vv-20230704t020727-20230704t020753-049267-05ec9b.zarr,hf://Maya4/PT1/s1a-s1-raw-s-vv-20230704t020727-20230704t020753-049267-05ec9b.zarr,"{'type': 'Polygon', 'coordinates': [[[55.5913, -5.6731], [55.9262, -4.1264], [55.225, -4.0228], [54.8884, -5.5686], [55.5913, -5.6731]]]}",2025-10-24T15:15:28.348738
remote_hf,Maya4/PT1,PT1,s1a-s1-raw-s-vv-20230716t020728-20230716t020754-049442-05f206.zarr,hf://Maya4/PT1/s1a-s1-raw-s-vv-20230716t020728-20230716t020754-049442-05f206.zarr,"{'type': 'Polygon', 'coordinates': [[[55.5903, -5.6732], [55.9252, -4.1264], [55.2241, -4.0229], [54.8874, -5.5686], [55.5903, -5.6732]]]}",2025-10-24T15:15:28.348738
remote_hf,Maya4/PT1,PT1,s1a-s1-raw-s-vv-20230915t123137-20230915t123203-050338-060f7d.zarr,hf://Maya4/PT1/s1a-s1-raw-s-vv-20230915t123137-20230915t123203-050338-060f7d.zarr,"{'type': 'Polygon', 'coordinates': [[[-95.3816, 28.8149], [-95.0181, 30.3595], [-95.8282, 30.4597], [-96.1793, 28.9144], [-95.3816, 28.8149]]]}",2025-10-24T15:15:28.348738
remote_hf,Maya4/PT1,PT1,s1a-s1-raw-s-vv-20231126t123136-20231126t123202-051388-063383.zarr,hf://Maya4/PT1/s1a-s1-raw-s-vv-20231126t123136-20231126t123202-051388-063383.zarr,"{'type': 'Polygon', 'coordinates': [[[-95.38, 28.8169], [-95.0165, 30.3615], [-95.8266, 30.4617], [-96.1777, 28.9164], [-95.38, 28.8169]]]}",2025-10-24T15:15:28.348738
